name,birth,incoming_links,outgoing_links
Naquib al-Attas,NA,Ibn Arabi:,
Dawud al-Zahiri,NA,,Ibn Hazm:
Muhammad bin Dawud al-Zahiri,NA,,Ibn Hazm:
Ibn al-Mughallis,NA,,Ibn Hazm:
Muhammad Nasiruddin al-Albani,NA,Ibn Hazm:,
Zahiri,NA,Ibn Hazm:,
madhab,NA,Ibn Hazm:,
Ibn Jarir,NA,,Ibn Khaldun:
At-Turtushi,NA,,Ibn Khaldun:
Ibn Abi Zar,NA,,Ibn Khaldun:
Al-Jahiz,NA,,Ibn Khaldun:
Ibn al-Khatib,NA,Ibn Khaldun:,
Ibn al-Sakkak,NA,Ibn Khaldun:,
Al-Maqrizi,NA,Ibn Khaldun:,
Ibn al-Azraq,NA,Ibn Khaldun:,
Çelebi,NA,Ibn Khaldun:,
Mustafa Naima,NA,Ibn Khaldun:,
Ahmed Cevdet,NA,Ibn Khaldun:,
Toynbee,NA,Ibn Khaldun:,
Reagan,NA,Ibn Khaldun:,
Laffer,NA,Ibn Khaldun:,
Adurbad-e Mahrspandan,NA,,Ibn Miskawayh:
Brethren of Purity,NA,,Ibn Sabin:
'Ilm al-Huruf,NA,,Ibn Sabin:
al-Hallaj,NA,,Ibn Sabin:
Muhammad ibn Karram,NA,,Ibn Taymiya:
Al-Hasan ibn 'Ali al-Barbahari,NA,,Ibn Taymiya:
Abdul Qadir Gilani,NA,,Ibn Taymiya:
Ibn Al-Qayyim,NA,Ibn Taymiya:,
al-Dhahabi,NA,Ibn Taymiya:,
Yusuf ibn Abd al-Rahman al-Mizzi,NA,Ibn Taymiya:,
Ibn Muflih,NA,Ibn Taymiya:,
Ibn Abd al-Hadi,NA,Ibn Taymiya:,
Ibn Kathir,NA,Ibn Taymiya:,
Ibn al-Wardi,NA,Ibn Taymiya:,
Ibn Rajab al-Hanbali,NA,Ibn Taymiya:,
Muhammad ibn Abd al-Wahhab,NA,Ibn Taymiya:,
Safar Al-Hawali,NA,Ibn Taymiya:,
Avicennism,NA,,Ibn Tufail:
Abu Yaqub Yusuf,NA,,Ibn Tufail:
Muhammad,NA,,Ibn Tufail:
Vasily Davydov,NA,Evald Vassilievich Ilyenkov:,
René Wellek,NA,Roman Ingarden:,
Wolfgang Iser,NA,Roman Ingarden:,
Bismil Azimabadi,NA,,Muhammad Iqbal:
Syed Mir Hassan,NA,,Muhammad Iqbal:
Rumi,NA,,Muhammad Iqbal:
Sayyid Ali Hujwiri,NA,,Muhammad Iqbal:
Thomas Walker Arnold,NA,,Muhammad Iqbal:
Muhammad Ali Jinnah,NA,Muhammad Iqbal:,
Pakistan Movement,NA,Muhammad Iqbal:,
Islamic Republic of Pakistan,NA,Muhammad Iqbal:,
Abul A'la Maududi,NA,Muhammad Iqbal:,
Ale Ahmed Suroor,NA,Muhammad Iqbal:,
Dewan Mohammad Azraf,NA,Muhammad Iqbal:,
Fateh Muhammad Malik,NA,Muhammad Iqbal:,
Israr Ahmed,NA,Muhammad Iqbal:,
Syed Jawad Naqvi,NA,Muhammad Iqbal:,
Faiz Ahmed Faiz,NA,Muhammad Iqbal:,
Muhammad Ishaq Madni,NA,Muhammad Iqbal:,
Khushwant Singh,NA,Muhammad Iqbal:,
Brian Ellis,NA,,Frank Cameron Jackson:
Louis Agassiz,NA,,William James:
Pierre Janet,NA,,William James:
Jimmy Carter,NA,William James:,
Marilynne Robinson,NA,William James:,
Gertrude Stein,NA,William James:,
Antonio Damasio,NA,William James:,
William Sheldon,NA,William James:,
Erich Auerbach,NA,,Fredric Jameson:
Kenneth Burke,NA,,Fredric Jameson:
Philip K. Dick,NA,,Fredric Jameson:
Ursula K. Le Guin,NA,,Fredric Jameson:
Darko Suvin,NA,,Fredric Jameson:
Kim Stanley Robinson,NA,Fredric Jameson:,
Perry Anderson,NA,Fredric Jameson:,
Gopal Balakrishnan,NA,Fredric Jameson:,
Alexander R. Galloway,NA,Fredric Jameson:,
William A. Earle,NA,Karl Jaspers:,
Jesus of Nazareth,NA,,Thomas Jefferson:
William Robertson,NA,,Thomas Jefferson:
James Monroe,NA,Thomas Jefferson:,
Albert Jay Nock,NA,Thomas Jefferson:,
Thomas Bayes,NA,,Richard C. Jeffrey:
F. C. von Savigny,NA,,Rudolf von Jhering:
Philipp Heck,NA,Rudolf von Jhering:,
Karl Llewellyn,NA,Rudolf von Jhering:,
Latin Christianity,NA,,John of Damascus:
Basil of Caesarea,NA,,John of Damascus:
Cyril of Alexandria,NA,,John of Damascus:
Leo the Great,NA,,John of Damascus:
John Chrysostum,NA,,John of Damascus:
Eastern,NA,John of Damascus:,
Christian philosophy,NA,John of Damascus:,
Second Council of Nicaea,NA,John of Damascus:,
Hesychasm,NA,John of Damascus:,
Bleuler,NA,,Carl Jung:
Flournoy,NA,,Carl Jung:
Hartmann,NA,,Carl Jung:
Moltzer,NA,,Carl Jung:
Joseph Campbell,NA,Carl Jung:,
Hermann Hesse,NA,Carl Jung:,
Erich Neumann,NA,Carl Jung:,
Ross Nichols,NA,Carl Jung:,
Wolfgang Pauli,NA,Carl Jung:,
Jordan Peterson,NA,Carl Jung:,
Carl Rogers,NA,Carl Jung:,
Sonu Shamdasani,NA,Carl Jung:,
Robert Anton Wilson,NA,Carl Jung:,
Larijani,NA,Immanuel Kant:,
C. Anthony Anderson,NA,David Kaplan (philosopher):,
Frithjof Bergmann,NA,Walter Kaufmann (philosopher):,
Ivan Soll,NA,Walter Kaufmann (philosopher):,
Alexander Nehamas,NA,Walter Kaufmann (philosopher):,
Konrad Lorenz,NA,Karl Kautsky:,
Willy Brandt,NA,Karl Kautsky:,
Otto Bauer,NA,Karl Kautsky:,
Bruno Kreisky,NA,Karl Kautsky:,
Rudolf Hilferding,NA,Karl Kautsky:,
Dreier,NA,Hans Kelsen:,
Kunz,NA,Hans Kelsen:,
Herbert McCabe,NA,,Anthony Kenny:
Abraham,NA,,Søren Kierkegaard:
Heiberg,NA,,Søren Kierkegaard:
Mozart,NA,,Søren Kierkegaard:
Møller,NA,,Søren Kierkegaard:
Olsen,NA,,Søren Kierkegaard:
Bergman,NA,Søren Kierkegaard:,
Ibsen,NA,Søren Kierkegaard:,
May,NA,Søren Kierkegaard:,
Percy,NA,Søren Kierkegaard:,
Hellenistic philosophy,NA,,Al-Kindi:
Al-Khalil,NA,,Al-Kindi:
Abu Zayd al-Balkhi,NA,Al-Kindi:,
Ahmad ibn al-Tayyib al-Sarakhsi,NA,Al-Kindi:,
Miskawayh,NA,Al-Kindi:,
Bahnsen,NA,,Ludwig Klages:
Huch,NA,,Ludwig Klages:
Schuler,NA,,Ludwig Klages:
Cortázar,NA,Ludwig Klages:,
Hoffmann,NA,Ludwig Klages:,
Homburger,NA,Ludwig Klages:,
Kahn,NA,Ludwig Klages:,
Kronfeld,NA,Ludwig Klages:,
Kubin,NA,Ludwig Klages:,
Schneider,NA,Ludwig Klages:,
Schultz,NA,Ludwig Klages:,
Franz Albert Schultz,NA,,Martin Knutzen:
Benno Erdmann,NA,Martin Knutzen:,
Kandinsky,NA,,Alexandre Kojève:
Queneau,NA,Alexandre Kojève:,
Bloom,NA,Alexandre Kojève:,
Rosen,NA,Alexandre Kojève:,
Christopher Hitchens,NA,Leszek Kołakowski:,
Solidarity,NA,Leszek Kołakowski:,
Pedro Henríquez Ureña,NA,Alejandro Korn:,
Juan José Arévalo,NA,Alejandro Korn:,
Risieri Frondizi,NA,Alejandro Korn:,
Fabian Society,NA,,Karl Korsch:
Douglas Kellner,NA,Karl Korsch:,
Felix Weil,NA,Karl Korsch:,
reception theory,NA,Karel Kosík:,
Stanisław Leśniewski,NA,,Tadeusz Kotarbiński:
E. A. Burtt,NA,,Alexandre Koyre:
Victor Delbos,NA,,Alexandre Koyre:
François Picavet,NA,,Alexandre Koyre:
Abdel Rahman Badawi,NA,Alexandre Koyre:,
Francisco Giner de los Ríos,NA,Karl Christian Friedrich Krause:,
Hipólito Yrigoyen,NA,Karl Christian Friedrich Krause:,
Curry,NA,,Saul Kripke:
Burgess,NA,Saul Kripke:,
Boghossian,NA,Saul Kripke:,
Chalmers,NA,Imre Lakatos:,
Devitt,NA,Saul Kripke:,
Yablo,NA,Saul Kripke:,
Guyau,NA,,Peter Kropotkin:
Reclus,NA,,Peter Kropotkin:
Berkman,NA,Peter Kropotkin:,
Bookchin,NA,Peter Kropotkin:,
Kōtoku,NA,Peter Kropotkin:,
Makhno,NA,Peter Kropotkin:,
Rocker,NA,Peter Kropotkin:,
Wilde,NA,Peter Kropotkin:,
John Hasbrouck Van Vleck,NA,,Thomas Samuel Kuhn:
Anneliese Maier,NA,,Thomas Samuel Kuhn:
Hélène Metzger,NA,,Thomas Samuel Kuhn:
Herbert Butterfield,NA,,Thomas Samuel Kuhn:
Martin Cohen,NA,Thomas Samuel Kuhn:,
Gaëtan Gatian de Clérambault,NA,,Jacques Lacan:
Salvador Dalí,NA,,Jacques Lacan:
Roman Jakobson,NA,,Jacques Lacan:
Éric Laurent,NA,Jacques Lacan:,
Elisabeth Roudinesco,NA,Jacques Lacan:,
Mari Ruti,NA,Jacques Lacan:,
Lacanian movement,NA,Jacques Lacan:,
Ljubljana school of psychoanalysis,NA,Jacques Lacan:,
Hobsbawm,NA,,Ernesto Laclau:
Stavrakakis,NA,Ernesto Laclau:,
Norval,NA,Ernesto Laclau:,
Errejón,NA,Ernesto Laclau:,
Milner,NA,Imre Lakatos:,
Gillies,NA,Imre Lakatos:,
Corfield,NA,Imre Lakatos:,
Meehl,NA,Imre Lakatos:,
François-Joseph Hunauld,NA,,Julien Offray de La Mettrie:
Herman Boerhaave,NA,,Julien Offray de La Mettrie:
Howard Gardner,NA,Susanne Langer:,
Clifford Geertz,NA,Susanne Langer:,
Neo-Concrete Movement,NA,Susanne Langer:,
Daoism,NA,Lao Zi:,
Chinese Buddhism,NA,Lao Zi:,
Zen,NA,Lao Zi:,
East Asian philosophies,NA,Zhuang Zhou:,
Algirdas Julien Greimas,NA,,Bruno Latour:
Gabriel Tarde,NA,,Bruno Latour:
Jean Guitton,NA,Louis Lavelle:,
Olavo de Carvalho,NA,Louis Lavelle:,
Alfredo Bosi,NA,Louis Lavelle:,
A. D. Sertillanges,NA,Louis Lavelle:,
Walter J. Ong,NA,Louis Lavelle:,
Renaud Barbaras,NA,Louis Lavelle:,
Pierre Hadot,NA,Louis Lavelle:,
Kostas Axelos,NA,,Henri Lefebvre:
Edward Soja,NA,Henri Lefebvre:,
Situationist International,NA,Henri Lefebvre:,
Mark Poster,NA,Henri Lefebvre:,
Neil Smith,NA,Henri Lefebvre:,
La Boétie,NA,,Claude Lefort:
Solzhenitsyn,NA,,Claude Lefort:
Apollonius of Perga,NA,,Gottfried Leibniz:
Anne Conway,NA,,Gottfried Leibniz:
Wiener,NA,Gottfried Leibniz:,
Gauss,NA,Gottfried Leibniz:,
Lagrange,NA,Gottfried Leibniz:,
Mandelbrot,NA,Gottfried Leibniz:,
Torquato Tasso,NA,,Giacomo Leopardi:
Vittorio Alfieri,NA,,Giacomo Leopardi:
Ugo Foscolo,NA,,Giacomo Leopardi:
Monaldo Leopardi,NA,,Giacomo Leopardi:
Pietro Giordani,NA,,Giacomo Leopardi:
Giosuè Carducci,NA,Giacomo Leopardi:,
Carlo Michelstaedter,NA,Giacomo Leopardi:,
Umberto Saba,NA,Giacomo Leopardi:,
Monsieur Chouchani,NA,,Emmanuel Levinas:
Bernasconi,NA,Emmanuel Levinas:,
Finkielkraut,NA,Emmanuel Levinas:,
B. Lévy,NA,Emmanuel Levinas:,
B.-H. Lévy,NA,Emmanuel Levinas:,
Lingis,NA,Emmanuel Levinas:,
Llewelyn,NA,Emmanuel Levinas:,
Radcliffe-Brown,NA,,Claude Lévi-Strauss:
Leach,NA,Claude Lévi-Strauss:,
Descola,NA,Claude Lévi-Strauss:,
Deleuze and Guattari,NA,Claude Lévi-Strauss:,
Thomas Schelling,NA,,David Lewis (philosopher):
John Hawthorne,NA,David Lewis (philosopher):,
Barry Loewer,NA,David Lewis (philosopher):,
Ted Sider,NA,David Lewis (philosopher):,
L.A. Paul,NA,David Lewis (philosopher):,
Mark Johnston,NA,David Lewis (philosopher):,
Gideon Rosen,NA,David Lewis (philosopher):,
Stathis Psillos,NA,David Lewis (philosopher):,
Moritz Geiger,NA,Theodor Lipps:,
Pavel Florensky,NA,,Aleksei Losev:
Roger Gibson,NA,W. V. O. Quine:,
Penelope Maddy,NA,W. V. O. Quine:,
neo-Thomism,NA,,Karl Rahner:
Francis A. Sullivan,NA,Karl Rahner:,
Johann Baptist Metz,NA,Karl Rahner:,
Jon Sobrino,NA,Karl Rahner:,
Kathryn Tanner,NA,Karl Rahner:,
Tomas Halik,NA,Karl Rahner:,
Catherine LaCugna,NA,Karl Rahner:,
Herbert Vorgrimler,NA,Karl Rahner:,
Kristin Ross,NA,Jacques Rancière:,
Todd May,NA,Jacques Rancière:,
Jodi Dean,NA,Jacques Rancière:,
Dominique Janicaud,NA,Felix Ravaisson-Mollien:,
Shklar,NA,,John Rawls:
Dreben,NA,,John Rawls:
Meade,NA,,John Rawls:
Appiah,NA,John Rawls:,
Harsanyi,NA,John Rawls:,
Estlund,NA,John Rawls:,
Pogge,NA,John Rawls:,
Beitz,NA,John Rawls:,
Cohen,NA,John Rawls:,
G.A. Cohen,NA,John Rawls:,
Shelby,NA,John Rawls:,
Stern,NA,John Rawls:,
Scarry,NA,John Rawls:,
Korsgaard,NA,John Rawls:,
Binmore,NA,John Rawls:,
Foisneau,NA,John Rawls:,
Freeman,NA,John Rawls:,
Fleurbaey,NA,John Rawls:,
Guttmann,NA,,Leo Strauss:
O'Neill,NA,John Rawls:,
Neiman,NA,John Rawls:,
Van Parijs,NA,John Rawls:,
Nino,NA,John Rawls:,
Krugman,NA,John Rawls:,
Okin,NA,John Rawls:,
Phelps,NA,John Rawls:,
Wolff,NA,John Rawls:,
Wolin,NA,John Rawls:,
September Group,NA,John Rawls:,
Peter Hacker,NA,,Joseph Raz:
Matthew Kramer,NA,Joseph Raz:,
Timothy Endicott,NA,Joseph Raz:,
Scott J. Shapiro,NA,Joseph Raz:,
Al-Shafi'i,NA,,Fakhr al-Din al-Razi:
Abu al-Hasan al-Ash'ari,NA,,Fakhr al-Din al-Razi:
Ibn Furak,NA,,Fakhr al-Din al-Razi:
Athir al-Din al-Abhari,NA,Fakhr al-Din al-Razi:,
Nizam al-Din al-Nisapuri,NA,Fakhr al-Din al-Razi:,
Shihab al-Din al-Qarafi,NA,Fakhr al-Din al-Razi:,
Taj al-Din al-Subki,NA,Fakhr al-Din al-Razi:,
Al-Safadi,NA,Fakhr al-Din al-Razi:,
Ibn Abi Usaybi'a,NA,Fakhr al-Din al-Razi:,
Paul Hensel,NA,,Hans Reichenbach:
Kurt Grelling,NA,,Hans Reichenbach:
Takiyettin Mengüşoğlu,NA,Hans Reichenbach:,
İoanna Kuçuradi,NA,Hans Reichenbach:,
James Beattie,NA,Thomas Reid:,
Michael Bergmann,NA,Thomas Reid:,
Keith DeRose,NA,Thomas Reid:,
Charles Hodge,NA,Thomas Reid:,
Michael Huemer,NA,Thomas Reid:,
William L. Rowe,NA,Thomas Reid:,
John Spencer,NA,,Karl Leonhard Reinhold:
Christoph Martin Wieland,NA,,Karl Leonhard Reinhold:
Christoph Gottfried Bardili,NA,,Karl Leonhard Reinhold:
Lorenz Bruno Puntel,NA,Nicholas Rescher:,
Alexander Pruss,NA,Nicholas Rescher:,
Michele Marsonet,NA,Nicholas Rescher:,
John Leslie,NA,Nicholas Rescher:,
Alois Riehl,NA,,Heinrich Rickert:
Benveniste,NA,,Paul Ricœur:
Richard Kearney,NA,Paul Ricœur:,
Johann Peter Eckermann,NA,,Avital Ronell:
Gustave Flaubert,NA,,Avital Ronell:
R. D. Laing,NA,,Avital Ronell:
Laurence BonJour,NA,Richard Rorty:,
Jeffrey Stout,NA,Richard Rorty:,
Michael Williams,NA,Richard Rorty:,
Chantal Mouffe,NA,Richard Rorty:,
Richard J. Bernstein,NA,Richard Rorty:,
Glatzer,NA,Franz Rosenzweig:,
Santner,NA,Franz Rosenzweig:,
Melchiorre Gioia,NA,,Antonio Rosmini-Serbati:
François Guizot,NA,,Antonio Rosmini-Serbati:
Gian Domenico Romagnosi,NA,,Antonio Rosmini-Serbati:
Jean de Sismondi,NA,,Antonio Rosmini-Serbati:
Augustin Thierry,NA,,Antonio Rosmini-Serbati:
Axel Hägerström,NA,,Alf Niels Christian Ross:
Zygmunt Ziembiński,NA,Alf Niels Christian Ross:,
Robert Audi,NA,William David Ross:,
Tom Beauchamp,NA,William David Ross:,
Tara Smith,NA,William David Ross:,
Bernard Gert,NA,William David Ross:,
D'Épinay,NA,,Jean Jacques Rousseau:
French Revolution,NA,Jean Jacques Rousseau:,
American Revolution,NA,Jean Jacques Rousseau:,
Robespierre,NA,Jean Jacques Rousseau:,
Saint-Just,NA,Jean Jacques Rousseau:,
Counter-Enlightenment,NA,Jean Jacques Rousseau:,
Romanticism,NA,Jean Jacques Rousseau:,
Napoleon Bonaparte,NA,Jean Jacques Rousseau:,
Montessori,NA,Jean Jacques Rousseau:,
Kitsikis,NA,Jean Jacques Rousseau:,
Emmanuel Sieyès,NA,,Claude Henri de Rouvroy, Comte de Saint-Simon:
Charles Dunoyer,NA,,Claude Henri de Rouvroy, Comte de Saint-Simon:
Jean-Baptiste Say,NA,,Claude Henri de Rouvroy, Comte de Saint-Simon:
Prosper Enfantin,NA,Claude Henri de Rouvroy, Comte de Saint-Simon:,
Michel Chevalier,NA,Claude Henri de Rouvroy, Comte de Saint-Simon:,
Péreire brothers,NA,Claude Henri de Rouvroy, Comte de Saint-Simon:,
Alfred Bray Kempe,NA,,Josiah Royce:
Edward Vermilye Huntington,NA,Josiah Royce:,
Henry M. Sheffer,NA,Josiah Royce:,
Timothy Sprigge,NA,Josiah Royce:,
J. W. Miller,NA,Josiah Royce:,
John Elof Boodin,NA,Josiah Royce:,
G. H. Hardy,NA,Bertrand Russell:,
Robert Oppenheimer,NA,Bertrand Russell:,
Jacob Bronowski,NA,Bertrand Russell:,
Tariq Ali,NA,Bertrand Russell:,
Michael Albert,NA,Bertrand Russell:,
Carl Sagan,NA,Bertrand Russell:,
Martin Gardner,NA,Bertrand Russell:,
Buckminster Fuller,NA,Bertrand Russell:,
Pervez Hoodbhoy,NA,Bertrand Russell:,
Isaac Asimov,NA,Bertrand Russell:,
Kurt Vonnegut,NA,Bertrand Russell:,
Ray Kurzweil,NA,Bertrand Russell:,
Marvin Minsky,NA,Bertrand Russell:,
Andrei Sakharov,NA,Bertrand Russell:,
Stephen Hawking,NA,Bertrand Russell:,
Joseph Rotblat,NA,Bertrand Russell:,
Frank Wilczek,NA,Bertrand Russell:,
A. C. Grayling,NA,Bertrand Russell:,
Txillardegi,NA,Bertrand Russell:,
Herbert James Paton,NA,,Gilbert Ryle:
Richard Webster,NA,Gilbert Ryle:,
Ullin Place,NA,Gilbert Ryle:,
Þorsteinn Gylfason,NA,Gilbert Ryle:,
Modern Philosophy,NA,Francisco Sanches:,
Ed Miliband,NA,Michael Sandel:,
Richard David Precht,NA,Michael Sandel:,
Wallace Stevens,NA,George Santayana:,
John Lachs,NA,George Santayana:,
Glenn Gould,NA,George Santayana:,
Stekel,NA,,Jean-Paul Sartre:
Nizan,NA,,Jean-Paul Sartre:
Céline,NA,,Jean-Paul Sartre:
Jeanson,NA,Jean-Paul Sartre:,
Leibowitz,NA,,Leo Strauss:
Pinter,NA,Jean-Paul Sartre:,
van Fraassen,NA,Jean-Paul Sartre:,
Leskien,NA,,Ferdinand de Saussure:
Zimmer,NA,,Ferdinand de Saussure:
Oldenberg,NA,,Ferdinand de Saussure:
Pāṇini,NA,,Ferdinand de Saussure:
Bloomfield,NA,Ferdinand de Saussure:,
Meillet,NA,Ferdinand de Saussure:,
R. Harris,NA,Ferdinand de Saussure:,
Shaumyan,NA,Ferdinand de Saussure:,
Hjelmslev,NA,Ferdinand de Saussure:,
Firth,NA,Ferdinand de Saussure:,
Labov,NA,Ferdinand de Saussure:,
Mukařovský,NA,Ferdinand de Saussure:,
Prague school,NA,Ferdinand de Saussure:,
Gustav Hugo,NA,,Friedrich Karl von Savigny:
August von Bethmann-Hollweg,NA,Friedrich Karl von Savigny:,
Dietrich von Hildebrand,NA,Max Scheler:,
Viktor Frankl,NA,Max Scheler:,
Kielmeyer,NA,,Friedrich Schelling:
Bernays,NA,Friedrich Schelling:,
Esenbeck,NA,Friedrich Schelling:,
Grant,NA,Friedrich Schelling:,
Hâjdeu,NA,Friedrich Schelling:,
Pareyson,NA,Friedrich Schelling:,
da Silva,NA,Friedrich Schelling:,
Van Til,NA,Friedrich Schelling:,
Russian Schellingianism,NA,Friedrich Schelling:,
Johann August Ernesti,NA,,Friedrich Schleiermacher:
Friedrich August Wolf,NA,,Friedrich Schleiermacher:
Albrecht Ritschl,NA,Friedrich Schleiermacher:,
Manfred Frank,NA,Friedrich Schleiermacher:,
Antoine Berman,NA,Friedrich Schleiermacher:,
Heinrich Ritter,NA,Friedrich Schleiermacher:,
Daphne Hampson,NA,Friedrich Schleiermacher:,
Albert Blumberg,NA,Moritz Schlick:,
Jaime Guzmán,NA,Carl Schmitt:,
Jacob Taubes,NA,Carl Schmitt:,
Alain de Benoist,NA,Carl Schmitt:,
Copenhagen School,NA,Carl Schmitt:,
Reinhart Koselleck,NA,Carl Schmitt:,
Hans Morgenthau,NA,Carl Schmitt:,
Jiang Shigong,NA,Carl Schmitt:,
Mario Tronti,NA,Carl Schmitt:,
Frege,NA,,Gershom Scholem:
Ahad Ha'am,NA,,Gershom Scholem:
Derrida,NA,Gershom Scholem:,
Idel,NA,Gershom Scholem:,
Uffenheimer,NA,Gershom Scholem:,
Chabon,NA,Gershom Scholem:,
Hinduism (Upanishads),NA,,Arthur Schopenhauer:
German mysticism,NA,,Arthur Schopenhauer:
Anjos,NA,Arthur Schopenhauer:,
Assis,NA,Arthur Schopenhauer:,
Brahms,NA,Arthur Schopenhauer:,
Fet,NA,Arthur Schopenhauer:,
Hardy,NA,Arthur Schopenhauer:,
Huysmans,NA,Arthur Schopenhauer:,
Reve,NA,Arthur Schopenhauer:,
Ludovici,NA,Arthur Schopenhauer:,
Mahler,NA,Arthur Schopenhauer:,
Majorana,NA,Arthur Schopenhauer:,
Maupassant,NA,Arthur Schopenhauer:,
Rank,NA,Arthur Schopenhauer:,
Rilke,NA,Arthur Schopenhauer:,
Volkelt,NA,Arthur Schopenhauer:,
Zola,NA,Arthur Schopenhauer:,
John Ruskin,NA,,Roger Scruton:
Charles de Gaulle,NA,,Roger Scruton:
Tim Crane,NA,Roger Scruton:,
Mark Dooley,NA,Roger Scruton:,
Douglas Murray,NA,Roger Scruton:,
Anthony O'Hear,NA,Roger Scruton:,
Giles Fraser,NA,Roger Scruton:,
Maurice Glasman,NA,Roger Scruton:,
Ed Husain,NA,Roger Scruton:,
Alicja Gescinska,NA,Roger Scruton:,
Alexander Stoddart,NA,Roger Scruton:,
Marwa Al-Sabouni,NA,Roger Scruton:,
Christina Hoff Sommers,NA,Roger Scruton:,
Raymond Tallis,NA,Roger Scruton:,
Tran Duc Thao,NA,,Juan José Sebreli:
Alciato,NA,,John Selden:
Connan,NA,,John Selden:
Great Tew,NA,John Selden:,
Jay Rosenberg,NA,Wilfrid Sellars:,
Attalus,NA,,Seneca the Younger:
Sotion,NA,,Seneca the Younger:
Albertino Mussato,NA,Seneca the Younger:,
Cardinal Giovanni Colonna,NA,Seneca the Younger:,
Martin of Braga,NA,Seneca the Younger:,
Medieval philosophy,NA,Seneca the Younger:,
Steven Connor,NA,Michel Serres:,
Pierre Lévy,NA,Michel Serres:,
Isabelle Stengers,NA,Michel Serres:,
Ilya Prigogine,NA,Michel Serres:,
Agrippa,NA,,Sextus Empiricus:
Herodotus of Tarsus,NA,,Sextus Empiricus:
Nassim Taleb,NA,Sextus Empiricus:,
Abu Hanifa,NA,,Shah Wali Allah:
Baha' al-Din Naqshband,NA,,Shah Wali Allah:
Shah Abdul Aziz,NA,Shah Wali Allah:,
Muhammad Zakariyya al-Kandhlawi,NA,Shah Wali Allah:,
Rashid Ahmad Gangohi,NA,Shah Wali Allah:,
Muhammad Qasim Nanautavi,NA,Shah Wali Allah:,
Lermontov,NA,,Lev Shestov:
Chekhov,NA,,Lev Shestov:
Heine,NA,,Lev Shestov:
Murry,NA,Lev Shestov:,
Gaultier,NA,Lev Shestov:,
Miłosz,NA,Lev Shestov:,
Alfred Marshall,NA,Henry Sidgwick:,
Arthur Cecil Pigou,NA,Henry Sidgwick:,
Lewis A. Coser,NA,Georg Simmel:,
Mark Granovetter,NA,Georg Simmel:,
Barry Wellman,NA,Georg Simmel:,
Harrison White,NA,Georg Simmel:,
Roger Crisp,NA,Peter Singer:,
Dale Jamieson,NA,Peter Singer:,
Gregory Pence,NA,Peter Singer:,
Julian Savulescu,NA,Peter Singer:,
James Rachels,NA,Peter Singer:,
Mylan Engel,NA,Peter Singer:,
Steven Best,NA,Peter Singer:,
Toby Ord,NA,Peter Singer:,
Bill Gates,NA,Peter Singer:,
William MacAskill,NA,Peter Singer:,
Maxie Clarence Maultsby Jr.,NA,,B. F. Skinner:
Shoshana Zuboff,NA,,B. F. Skinner:
Claessens,NA,,Peter Sloterdijk:
Günther,NA,,Peter Sloterdijk:
Osho,NA,,Peter Sloterdijk:
Marc Jongen,NA,Peter Sloterdijk:,
Yana Milev,NA,Peter Sloterdijk:,
Cantillon,NA,,Adam Smith:
Bastiat,NA,Adam Smith:,
Rothbard,NA,Adam Smith:,
Sowell,NA,Adam Smith:,
Nash,NA,Adam Smith:,
Diotima,NA,,Socrates:
Damon,NA,,Socrates:
Euclid of Megara,NA,Socrates:,
Phaedo of Elis,NA,Socrates:,
Shimon bar Yochai,NA,,Vladimir Solovyov (philosopher):
Blavatsky,NA,,Vladimir Solovyov (philosopher):
Andrei Belyi,NA,Vladimir Solovyov (philosopher):,
Alexander Blok,NA,Vladimir Solovyov (philosopher):,
Gustave Le Bon,NA,,Georges Sorel:
Ernest Renan,NA,,Georges Sorel:
Paul de Rousiers,NA,,Georges Sorel:
Curzio Malaparte,NA,Georges Sorel:,
Adolf Hitler,NA,Georges Sorel:,
Édouard Berth,NA,Georges Sorel:,
Hubert Lagardelle,NA,Georges Sorel:,
Paolo Orano,NA,Georges Sorel:,
Brie Gertler,NA,Ernest Sosa:,
John Greco,NA,Ernest Sosa:,
Adam Müller,NA,,Othmar Spann:
Oskar Morgenstern,NA,Othmar Spann:,
Gottfried Haberler,NA,Othmar Spann:,
William Graham Sumner,NA,Herbert Spencer:,
Jack London,NA,Herbert Spencer:,
Auberon Herbert,NA,Herbert Spencer:,
Leo Frobenius,NA,,Oswald Spengler:
Karl Haushofer,NA,Oswald Spengler:,
Henry Kissinger,NA,Oswald Spengler:,
H. P. Lovecraft,NA,Oswald Spengler:,
Paul Nitze,NA,Oswald Spengler:,
Franciscus van den Enden,NA,,Baruch Spinoza:
G. Wagner,NA,Baruch Spinoza:,
Ilyenkov,NA,Baruch Spinoza:,
Yalom,NA,Baruch Spinoza:,
Max Müller,NA,Afrikan Spir:,
Gerardus Heymans,NA,Afrikan Spir:,
Ranajit Guha,NA,,Gayatri Chakravorty Spivak:
Mahasweta Devi,NA,,Gayatri Chakravorty Spivak:
Andrews,NA,,Lysander Spooner:
Warren,NA,,Lysander Spooner:
Barnett,NA,Lysander Spooner:,
Jason Stanley,NA,Robert Stalnaker:,
Karl Julius Schröer,NA,,Rudolf Steiner:
Silvio Gesell,NA,,Rudolf Steiner:
Owen Barfield,NA,Rudolf Steiner:,
Saul Bellow,NA,Rudolf Steiner:,
Hugo Bergmann,NA,Rudolf Steiner:,
