name,birth,incoming_links,outgoing_links,page,latitude,longitude,births,id
Paul Cohen,,,Alain Badiou:,/wiki/Paul_Cohen,40.295372,-73.989899,AD 1934-04-02 00:00:00,745
Robert Grosseteste, (1175–1253),Anselm of Canterbury:Averroes:,Thomas Bradwardine:Roger Bacon:Thomas Hobbes:,/wiki/Robert_Grosseteste,52.167,1.0,AD 1168-11-01 00:00:00,746
Piero Gobetti,,,Norberto Bobbio:,/wiki/Piero_Gobetti,FILL,FILL,FILL,747
Polybius,,,Niccolò Machiavelli:,/wiki/Polybius,37.4,22.133,BC 0200-11-01 00:00:00,748
Cornelius,,,Theodor Adorno:,/wiki/Hans_Cornelius,FILL,FILL,FILL,749
Roderick Chisholm, (1916–1999),Donald C. Williams:Alexius Meinong:Wilfrid Sellars:Curt John Ducasse:Clarence Irving Lewis:Thomas Reid:,Richard Taylor:Selmer Bringsjord:Peter D. Klein:Jaegwon Kim:Dean Zimmerman:Edmund Gettier:Keith Lehrer:Dale Jacquette:Ernest Sosa:Fred Feldman:,/wiki/Roderick_Chisholm,41.98333,-71.33333,AD 1916-11-27 00:00:00,750
Paul Weiss,,,Nuel Belnap:,/wiki/Paul_Weiss_(philosopher),44.0564,-121.3081,AD 1901-05-19 00:00:00,751
Umberto Eco, (1932–2016),James Joyce:Immanuel Kant:Arthur Conan Doyle:Jorge Luis Borges:Charles Sanders Peirce:Thomas Aquinas:,Stuart Hall:,/wiki/Umberto_Eco,44.917,8.617,AD 1932-01-05 00:00:00,752
Alexander von Humboldt,,,Charles Darwin:,/wiki/Alexander_von_Humboldt,52.52,13.405,AD 1769-09-14 00:00:00,753
Optatus,,,Augustine of Hippo:,/wiki/Optatus,FILL,FILL,FILL,754
Proclus, (412–487),Aristotle:Plato:Plutarch:Iamblichus:Syrianus:Plotinus:,Ammonius Hermiae:Nicholas of Cusa:Pseudo-Dionysius:Damascius:Marsilio Ficino:St. Thomas Aquinas:Marinus:,/wiki/Proclus,41.01389,28.95556,AD 0412-02-08 00:00:00,755
Swami Vivekananda, (1863–1902),,Romain Rolland:Bagha Jatin:Jagadish Chandra Bose:Emma Calvé:Rabindranath Tagore:Annie Besant:Jawaharlal Nehru:Anna Hazare:Jamsetji Tata:Subhas Chandra Bose:Mahatma Gandhi:Sarvepalli Radhakrishnan:Chakravarti Rajagopalachari:Bal Gangadhar Tilak:Narendra Modi:Aurobindo Ghose:Sarah Bernhardt:,/wiki/Swami_Vivekananda,22.5726723,88.3638815,AD 1863-01-12 00:00:00,756
Dumas père,,,Dimitri Pisarev:,/wiki/Alexandre_Dumas,49.26,3.0906,AD 1802-07-24 00:00:00,757
Zhang Zai,,,Zhu Xi:,/wiki/Zhang_Zai,FILL,FILL,FILL,758
Swedenborg,,,Ralph Waldo Emerson:,/wiki/Emanuel_Swedenb,FILL,FILL,FILL,759
Bible,,,Joseph de Maistre:,/wiki/Bible,FILL,FILL,FILL,760
Pythagoras, (582 – 496 BC),Orphism:Anaximander:Themistoclea:Thales:Pherecydes:,Aristotle:Plato:Xenophanes:Pythagoreanism:Empedocles:,/wiki/Pythagoras,37.75,26.833,BC 0570-11-01 00:00:00,761
Antipater of Tarsus,,,Panaetius:,/wiki/Antipater_of_Tarsus,FILL,FILL,FILL,762
Laurence Sterne,,,Denis Diderot:,/wiki/Laurence_Sterne,52.3539,-7.7116,AD 1713-11-24 00:00:00,763
Francis Crick,,,Patricia Churchland:,/wiki/Francis_Crick,52.25,-0.846,AD 1916-06-08 00:00:00,764
François-Joseph Hunauld,,,Julien Offray de La Mettrie:,/wiki/Fran%C3%A7ois-Joseph_Hunauld,FILL,FILL,FILL,765
Emmanuel Sieyès,,,"Claude Henri de Rouvroy, Comte de Saint-Simon:",/wiki/Emmanuel_Joseph_Siey%C3%A8s,43.433,6.737,AD 1748-05-03 00:00:00,766
Lazarus Fuchs,,,Henri Poincaré:,/wiki/Lazarus_Fuchs,52.24667,16.845,AD 1833-05-05 00:00:00,767
St. Paul,,,Thomas Aquinas:,/wiki/Paul_the_Apostle,39.0,35.0,FILL,768
Mann,,,Theodor Adorno:,/wiki/Thomas_Mann,53.86972,10.68639,AD 1875-06-06 00:00:00,769
Pierre Gassendi, (1592–1655),Aristotle:Epicurus:,John Locke:Walter Charleton:Gottfried Leibniz:Thomas Hobbes:,/wiki/Pierre_Gassendi,44.0961,6.1642,AD 1592-01-22 00:00:00,770
Bertrando Spaventa,,,Giovanni Gentile:,/wiki/Bertrando_Spaventa,42.033,14.367,AD 1817-06-26 00:00:00,771
Lask,,,Martin Heidegger:,/wiki/Emil_Lask,48.2,16.35,AD 1875-09-25 00:00:00,772
Torquato Tasso,,,Giacomo Leopardi:,/wiki/Torquato_Tasso,40.62611,14.37611,AD 1544-03-11 00:00:00,773
Oldenberg,,,Ferdinand de Saussure:,/wiki/Hermann_Oldenberg,53.56528,10.00139,AD 1854-10-31 00:00:00,774
Alf Niels Christian Ross, (1899–1979),Axel Hägerström:Hans Kelsen:,Zygmunt Ziembiński:,/wiki/Alf_Niels_Christian_Ross,55.67611,12.56833,AD 1899-06-10 00:00:00,775
Brand Blanshard, (1892–1987),Josiah Royce:Bernard Bosanquet:William Pepperell Montague:F. H. Bradley:Horace W. B. Joseph:Clarence Irving Lewis:,James A. Michener:A. C. Ewing:,/wiki/Brand_Blanshard,40.67722,-81.87,AD 1892-08-27 00:00:00,776
Plato, (c. 427 – c. 347 BC),Diotima:Orphism:Pythagoras:Cratylus:Parmenides:Archytas:Heraclitus:Theaetetus:Socrates:Homer:Hesiod:Sophists:Eleusinian Mysteries:Theodorus:,Neoplatonism:Middle Platonism:Modern Platonism:religion:Platonism:Byzantine philosophy:Hermeticism:Christian Platonism:Renaissance Platonism:Church Fathers:Islamic Platonism:Gnosticism:Western philosophy:Florentine Academy:Chaldean Oracles:Cambridge Platonism:Aristotelianism:Old Academy:Academic skepticism:,/wiki/Plato,37.97,23.72,BC 0428-01-01 00:00:00,777
Guido de Ruggiero,,,R. G. Collingwood:,/wiki/Guido_De_Ruggiero,FILL,FILL,FILL,778
Al-Jahiz,,,Ibn Khaldun:,/wiki/Al-Jahiz,30.5,47.817,AD 0776-11-01 00:00:00,779
Xenophanes," of Colophon, (570–480 BC)",Homer:Epimenides:Thales:Pythagoras:,Karl Popper:Parmenides:Democritus:Protagoras:Pyrrho:Zeno of Elea:Timon of Phlius:,/wiki/Xenophanes,38.10889,27.14167,BC 0570-11-01 00:00:00,780
Kabbalah,,,Walter Benjamin:,/wiki/Kabbalah,FILL,FILL,FILL,781
Theodor Lipps, (1851–1914),Edmund Husserl:,Moritz Geiger:,/wiki/Theodor_Lipps,49.31694,7.52722,AD 1851-07-28 00:00:00,782
Crantor,,,Arcesilaus:,/wiki/Crantor,FILL,FILL,FILL,783
Kenneth Burke,,,Fredric Jameson:,/wiki/Kenneth_Burke,40.43972,-79.97639,AD 1897-05-05 00:00:00,784
Hilary Putnam, (1926–2016),Hans Reichenbach:William James:Emmanuel Levinas:Willard Van Orman Quine:Stanley Cavell:Bertrand Russell:John Dewey:Nelson Goodman:Immanuel Kant:Edmund Husserl:Saul Kripke:Karl Marx:Ned Block:John McDowell:Alan Turing:Søren Kierkegaard:Ludwig Wittgenstein:Sigmund Freud:Franz Rosenzweig:Charles Sanders Peirce:Martin Buber:,Hartry Field:David Marr:Paul Benacerraf:John Worrall:Saul Kripke:George Boolos:Donald Davidson:Norman Daniels:Jerry Fodor:David Lewis:Ned Block:Daniel Dennett:Richard Boyd:Martha Nussbaum:Tyler Burge:,/wiki/Hilary_Putnam,41.88194,-87.62778,AD 1926-07-31 00:00:00,785
Gregor Strasser,,,Francis Parker Yockey:,/wiki/Gregor_Strasser,48.667,11.6,AD 1892-05-31 00:00:00,786
Hélène Cixous, (born 1937),Sigmund Freud:Jacques Derrida:Maurice Blanchot:Jacques Lacan:,Avital Ronell:Jacques Derrida:,/wiki/H%C3%A9l%C3%A8ne_Cixous,35.69694,-0.63306,AD 1937-06-05 00:00:00,787
José Carlos Mariátegui, (1894–1930),Manuel González Prada:Georges Sorel:Karl Marx:Rosa Luxemburg:Benedetto Croce:Vladimir Lenin:Friedrich Nietzsche:Antonio Gramsci:,Abimael Guzmán:Che Guevara:Javier Mariátegui:Gustavo Gutiérrez:,/wiki/Jos%C3%A9_Carlos_Mari%C3%A1tegui,-17.2,-70.933,AD 1894-06-14 00:00:00,788
Al-Kindi, (801–873),Al-Khalil:Hellenistic philosophy:Neoplatonism:,Alhazen:Miskawayh:Roger Bacon:Abu Ma'shar al-Balkhi:Isaac Israeli ben Solomon:Ahmad ibn al-Tayyib al-Sarakhsi:Robert Grosseteste:Abu Zayd al-Balkhi:,/wiki/Al-Kindi,32.03,44.4,AD 0801-11-01 00:00:00,789
Franciscus van den Enden,,,Baruch Spinoza:,/wiki/Franciscus_van_den_Enden,51.21778,4.40028,AD 1602-02-05 00:00:00,790
Alonso Rodriguez,,,Francisco Suárez:,/wiki/Alonso_Rodriguez,FILL,FILL,FILL,791
Dimitri Pisarev, (1840–1868),Bakunin:Cooper:Macaulay:Dobrolyubov:Belinsky:Darwin:Turgenev:Gogol:Chernyshevsky:Dumas père:Stirner:,Dostoevsky:Lenin:Shelgunov:Zaytsev:Pavlov:Plekhanov:Nechayev:,/wiki/Dimitri_Pisarev,53.20778,39.44917,AD 1840-10-14 00:00:00,792
Al-Hasan ibn 'Ali al-Barbahari,,,Ibn Taymiya:,/wiki/Al-Hasan_ibn_%27Ali_al-Barbahari,33.333,44.383,AD 0867-01-01 00:00:00,793
Robert Stalnaker, (born 1940),David K. Lewis:H. Paul Grice:,Jason Stanley:,/wiki/Robert_Stalnaker,48.2703,11.4681,AD 1940-01-22 00:00:00,794
Quintus,,,Marcus Aurelius:,/wiki/Junius_Rusticus,FILL,FILL,FILL,795
Ibn Sabin, (1217–1268),Ibn Masarra:Ibn Barrajan:Avempace:Ibn Qasi:'Ilm al-Huruf:Hadith:Averroes:Ibn Tufail:al-Hallaj:al-Farabi:Qur'an:Avicenna:Brethren of Purity:,Ramon Llull:al-Kashani al-Fargani:Afif al-Din Sulayman al Tilimsani:al-Shushtari:Badr al-Din Hasan Ibn Hud:,/wiki/Ibn_Sabin,37.98611,-1.13028,AD 1216-01-01 00:00:00,796
Georges Canguilhem, (1904–1995),Claude Bernard:Gaston Bachelard:Henri Bergson:Kurt Goldstein:Alain:,Michel Foucault:Jacques-Alain Miller:Arnold Davidson:Alain Badiou:Pierre Bourdieu:Gilles Deleuze:Dominique Lecourt:Louis Althusser:François Dagognet:,/wiki/Georges_Canguilhem,43.3192,1.9544,AD 1904-06-04 00:00:00,797
John Ellis McTaggart, (1866–1925),T. H. Green:G. W. F. Hegel:,Peter Geach:Michael Oakeshott:Michael Dummett:S. V. Keeling:,/wiki/John_Ellis_McTaggart,51.50722,-0.1275,AD 1866-09-03 00:00:00,798
Emile Meyerson, (1859–1933),Albert Einstein:Immanuel Kant:Auguste Comte:,Thomas Kuhn:Gaston Bachelard:Jacques Lacan:,/wiki/Emile_Meyerson,51.24806,22.57028,AD 1859-02-12 00:00:00,799
Theon of Alexandria,,,Hypatia of Alexandria:,/wiki/Theon_of_Alexandria,FILL,FILL,FILL,800
Archilochus,,,Friedrich Nietzsche:,/wiki/Archilochus,FILL,FILL,FILL,801
John Hasbrouck Van Vleck,,,Thomas Samuel Kuhn:,/wiki/John_Hasbrouck_Van_Vleck,41.56222,-72.65083,AD 1899-03-13 00:00:00,802
La Boétie,,,Claude Lefort:,/wiki/%C3%89tienne_de_La_Bo%C3%A9tie,44.8928,1.2153,AD 1530-11-01 00:00:00,803
Turgenev,,,Dimitri Pisarev:,/wiki/Ivan_Turgenev,52.96861,36.06944,AD 1818-11-09 00:00:00,804
Aruni,,,Yajnavalkya:,/wiki/Aruni,28.61389,77.20833,FILL,805
John Stuart Mill, (1806–1873),Auguste Comte:Locke:Herder:Harriet Taylor Mill:Hobbes:James Mill:Socrates:Hume:Smith:Senior:Babbage:Wordsworth:Aristotle:Demosthenes:Bain:Marmontel:Guizot:Coleridge:Utopian Socialists:Plato:Aquinas:Francis Place:Goethe:Ricardo:Epicurus:Sismondi:Tocqueville:Berkeley:W. von Humboldt:Bentham:Saint-Simon:,Social liberalism:Ortega y Gasset:Crisp:Russell:Weber:,/wiki/John_Stuart_Mill,51.532,-0.114,AD 1806-05-20 00:00:00,806
Louis Althusser, (1918–1990),Niccolò Machiavelli:Georges Canguilhem:Gaston Bachelard:Montesquieu:Jean-Jacques Rousseau:Jean Cavaillès:Karl Marx:Sigmund Freud:Mao Zedong:Jacques Lacan:Vladimir Lenin:G. W. F. Hegel:Baruch Spinoza:Antonio Gramsci:,Mahdi Amel:Jacques Rancière:Richard D. Wolff:Slavoj Žižek:Stephen Resnick:Judith Butler:Michel Foucault:Terry Eagleton:Pierre Bourdieu:Étienne Balibar:Dominique Lecourt:Pierre Macherey:Jacques-Alain Miller:Alain Badiou:Stuart Hall:Anthony Giddens:Giulio Angioni:Gilles Deleuze:Roy Bhaskar:Nicos Poulantzas:,/wiki/Louis_Althusser,36.735,3.045,AD 1918-10-16 00:00:00,807
Apollodorus,,,Zeno of Sidon:,/wiki/Apollodorus_the_Epicurean,FILL,FILL,FILL,808
Frank P. Ramsey,,,Max Black:,/wiki/Frank_Ramsey_(mathematician),52.20528,0.11917,AD 1903-02-22 00:00:00,809
Leszek Kołakowski, (1927–2009),Immanuel Kant:Friedrich Engels:Karl Marx:György Lukács:G. W. F. Hegel:Baruch Spinoza:,Solidarity:José Guilherme Merquior:Noam Chomsky:Christopher Hitchens:,/wiki/Leszek_Ko%C5%82akowski,51.40361,21.15667,AD 1927-10-23 00:00:00,810
Peter Sloterdijk, (born 1947),Nietzsche:Günther:Taubes:Osho:Derrida:Spengler:Bachelard:Foucault:Deleuze:Heidegger:Claessens:Tarde:,Bruno Latour:Yana Milev:Henk Oosterling:Marc Jongen:,/wiki/Peter_Sloterdijk,49.0092097,8.4039514,AD 1947-06-26 00:00:00,811
Johann August Ernesti,,,Friedrich Schleiermacher:,/wiki/Johann_August_Ernesti,FILL,FILL,FILL,812
Archimedes,,,René Descartes:,/wiki/Archimedes,37.06917,15.2875,BC 0287-11-01 00:00:00,813
Dolar,,,Slavoj Žižek:,/wiki/Mladen_Dolar,46.5575,15.64556,AD 1951-01-29 00:00:00,814
"Sir William Hamilton, 9th Baronet", (1788–1856),Immanuel Kant:Thomas Reid:Victor Cousin:,John Veitch:John Stuart Mill:James Hutchison Stirling:Herbert Spencer:,"/wiki/Sir_William_Hamilton,_9th_Baronet",55.860916,-4.251433,AD 1788-03-08 00:00:00,815
Herodotus of Tarsus,,,Sextus Empiricus:,/wiki/Herodotus_(physician),FILL,FILL,FILL,816
Emerich de Vattel, (1714–1767), Christian Wolff:Gottfried Wilhelm Leibniz:Samuel Puffendorf:Jean-Jacques Burlamaqui:Hugo Grotius:,George Washington:Western philosophers:Alexander Hamilton:Benjamin Franklin:,/wiki/Emerich_de_Vattel,46.917,6.633,AD 1714-04-25 00:00:00,817
Cooper,,,Dimitri Pisarev:,/wiki/James_Fenimore_Cooper,40.078307,-74.853328,AD 1789-09-15 00:00:00,818
Edward Caird, (1835–1908),Benjamin Jowett:,Henry Jones:John Watson:,/wiki/Edward_Caird,55.95,-4.765,AD 1835-03-23 00:00:00,819
George,,,Ludwig Klages:,/wiki/Stefan_Ge,FILL,FILL,FILL,820
Bruno Bauer, (1809–1882),David Strauss:Arthur de Gobineau:Ludwig Feuerbach:G. W. F. Hegel:Max Stirner:,Charles Darwin:Friedrich Engels:Arthur Drews:Karl Marx:Sigmund Freud:Karl Kautsky:Friedrich Nietzsche:Max Stirner:,/wiki/Bruno_Bauer,50.96667,11.9,AD 1809-09-06 00:00:00,821
Guyau,,,Peter Kropotkin:,/wiki/Jean-Marie_Guyau,48.0733,-0.7689,AD 1854-10-28 00:00:00,822
Ernst Abbe,,,Gottlob Frege:,/wiki/Ernst_Abbe,50.97611,10.32056,AD 1840-01-23 00:00:00,823
R. G. Collingwood, (1889–1943),Giovanni Gentile:Immanuel Kant:Wilhelm Dilthey:Guido de Ruggiero:J. A. Smith:Benedetto Croce:Giambattista Vico:G. W. F. Hegel:F. H. Bradley:,Alasdair MacIntyre:Leo Strauss:,/wiki/R._G._Collingwood,54.283,-2.896,AD 1889-02-22 00:00:00,824
Leonhard Ragaz,,,Emil Brunner:,/wiki/Leonhard_Ragaz,46.83,9.407083,AD 1868-07-28 00:00:00,825
Heinrich Blücher,,,Hannah Arendt:,/wiki/Heinrich_Bl%C3%BCcher,52.52,13.405,AD 1899-01-29 00:00:00,826
Leo Frobenius,,,Oswald Spengler:,/wiki/Leo_Frobenius,52.52,13.405,AD 1873-06-29 00:00:00,827
I Ching,,,Confucius:,/wiki/I_Ching,FILL,FILL,FILL,828
Epimenides,,,Xenophanes:,/wiki/Epimenides,FILL,FILL,FILL,829
William of Sherwood,,,Roger Bacon:,/wiki/William_of_Sherwood,FILL,FILL,FILL,830
Gouhier,,,Pierre Bourdieu:,/wiki/Henri_Gouhier,FILL,FILL,FILL,831
Edward Coke,,,Edmund Burke:,/wiki/Edward_Coke,52.73751,0.83397,AD 1552-02-01 00:00:00,832
Ibn Taymiya, (1263–1328),Abdul Qadir Gilani:Al-Hasan ibn 'Ali al-Barbahari:Muhammad ibn Karram:,Al-Maqrizi:Ibn Al-Qayyim:Ibn al-Wardi:Ibn Muflih:Safar Al-Hawali:Muhammad ibn Abd al-Wahhab:Ibn Kathir:al-Dhahabi:Yusuf ibn Abd al-Rahman al-Mizzi:Ibn Abd al-Hadi:Rashid Rida:Ibn Rajab al-Hanbali:,/wiki/Ibn_Taymiya,36.8775,39.03389,AD 0661-11-01 00:00:00,833
Jaegwon Kim, (1934–2019),Carl Hempel:Roderick Chisholm:,Dean Zimmerman:,/wiki/Jaegwon_Kim,35.867,128.6,AD 1934-09-12 00:00:00,834
Gerhard Hessenberg,,,Leonard Nelson:,/wiki/Gerhard_Hessenberg,50.117,8.683,AD 1874-08-16 00:00:00,835
Franz Joseph Gall,,,Jerry Fodor:,/wiki/Franz_Joseph_Gall,48.82417,8.80028,AD 1758-03-09 00:00:00,836
Jean Wahl, (1888–1974),Søren Kierkegaard:Nicolai Hartmann:George Santayana:Martin Heidegger:William James:Henri Bergson:G. W. F. Hegel:,Emmanuel Levinas:Gilles Deleuze:Jean-Paul Sartre:,/wiki/Jean_Wahl,43.2964,5.37,AD 1888-05-25 00:00:00,837
Alexis de Tocqueville, (1805–1859),Aristotle:Montesquieu:Voltaire:Malesherbes:Rousseau:Senior:Pascal:,Pierre Hassner:Max Weber:Claude Lefort:Emmanuel Todd:Raymond Aron:Juan Bautista Alberdi:John Stuart Mill:Pierre Manent:Nassau William Senior:Harvey Mansfield:Camillo Benso of Cavour:Leo Strauss:Friedrich Hayek:,/wiki/Alexis_de_Tocqueville,48.856613,2.352222,AD 1805-07-29 00:00:00,838
Jacques Rancière, (born 1940),Lacan:Aristotle:Lyotard:Plato:Marx:Althusser:Lefort:Arendt:Badiou:Foucault:,Žižek:Critchley:Kristin Ross:Jodi Dean:Gabriel Rockhill:Todd May:Laclau:Levi Bryant:Bernard Aspe:,/wiki/Jacques_Ranci%C3%A8re,36.75389,3.05889,AD 1940-06-10 00:00:00,839
Carl Jung, (1875–1961),Nietzsche:Carus:Janet:Hartmann:Schiller:Flournoy:Heraclitus:Laozi:James:Freud:Goethe:Moltzer:Kant:Bleuler:Meister Eckhart:Schopenhauer:,Erich Neumann:Sonu Shamdasani:Joseph Campbell:Gaston Bachelard:Wolfgang Pauli:Carl Rogers:Terence McKenna:Ross Nichols:James Hillman:Jean Piaget:Arnold J. Toynbee:Freud:Alan Watts:Robert Anton Wilson:Jordan Peterson:Philip K. Dick:Hermann Hesse:,/wiki/Carl_Jung,47.583,9.317,AD 1875-07-26 00:00:00,840
Moritz Schlick, (1882–1936),Arthur Schopenhauer:Immanuel Kant:Ernst Mach:Alois Riehl:Ludwig Wittgenstein:Bertrand Russell:Max Planck:Wilhelm Wundt:,Vienna Circle:Herbert Feigl:Albert Einstein:Susan Stebbing:Gustav Bergmann:Kurt Gödel:Albert Blumberg:,/wiki/Moritz_Schlick,52.52,13.405,AD 1882-04-14 00:00:00,841
Augustin Thierry,,,Antonio Rosmini-Serbati:,/wiki/Augustin_Thierry,53.8872,25.3028,AD 1795-05-10 00:00:00,842
Valentine Weigel,,,Jakob Böhme:,/wiki/Valentin_Weigel,FILL,FILL,FILL,843
Wilhelm von Humboldt, (1767–1835),Immanuel Kant:J. G. Fichte:Christian Jakob Kraus:Johann Gottfried Herder:,Alexander Potebnja:Joxe Azurmendi:Ernst Cassirer:John Stuart Mill:Valentin Voloshinov:Noam Chomsky:August Schleicher:,/wiki/Wilhelm_von_Humboldt,52.4,13.067,AD 1767-06-22 00:00:00,844
Pavel Florensky,,,Aleksei Losev:,/wiki/Pavel_Florensky,FILL,FILL,FILL,845
Iris Murdoch, (1919–1999),Plato:Stuart Hampshire:Simone Weil:Jean-Paul Sartre:Philippa Foot:,Elizabeth Anscombe:Martha Nussbaum:Philippa Foot:,/wiki/Iris_Murdoch,53.34972,-6.26028,AD 1919-07-15 00:00:00,846
Alain Badiou, (born 1937) ,G. W. F. Hegel:Georges Canguilhem:Jean Hyppolite:Mao Zedong:Vladimir Lenin:Sylvain Lazarus:Plato:Stéphane Mallarmé:Karl Marx:Fernando Pessoa:Samuel Beckett:Jacques Lacan:Paul Cohen:Jean-François Lyotard:Gilles Deleuze:Louis Althusser:Friedrich Nietzsche:Jean-Paul Sartre:Georg Cantor:,Ray Brassier:Peter Hallward:Quentin Meillassoux:Mehdi Belhaj Kacem:Jason Barker:Justin Clemens:Nina Power:François Laruelle:Simon Critchley:Alberto Toscano:Tristan Garcia:Oliver Feltham:Sylvain Lazarus:Slavoj Žižek:,/wiki/Alain_Badiou,34.033,-6.833,AD 1937-01-17 00:00:00,847
Jacques Camatte,,,Antonio Negri:,/wiki/Jacques_Camatte,43.3478,5.4639,AD 1935-01-01 00:00:00,848
Lucan,,,Augustine of Hippo:,/wiki/Lucan,37.88450722,-4.7795675,FILL,849
Greene,,,Lysander Spooner:,/wiki/William_Batchelder_Greene,42.783,-71.083,AD 1819-04-04 00:00:00,850
Cyril of Alexandria,,,John of Damascus:,/wiki/Cyril_of_Alexandria,30.96861,31.16361,AD 0376-11-01 00:00:00,851
L. Susan Stebbing,,,Max Black:,/wiki/Susan_Stebbing,51.617,-0.174,AD 1885-12-02 00:00:00,852
Sophocles,,,Friedrich Nietzsche:,/wiki/Sophocles,37.99907,23.721885,BC 0497-01-01 00:00:00,853
Panofsky,,,Pierre Bourdieu:,/wiki/Erwin_Panofsky,52.367,9.717,AD 1892-03-30 00:00:00,854
Al-Ghazali, (1058–1111),Harith al-Muhasibi:Al-Juwayni:,Fakhruddin Razi:Al-Nawawi:Abu Bakr ibn al-Arabi:Sayf al-Din al-Amidi:Asad Mayhani:Ali al-Qari:Ayn al-Quzat Hamadani:René Descartes:Ibn Tumart:Tan Malaka:Muhammad Ibn Yahya al-Janzi:David Hume:Shah Waliullah Dehlawi:Suyuti:Maimonides:Thomas Aquinas:,/wiki/Al-Ghazali,36.454167,59.566944,AD 1058-11-01 00:00:00,855
Leibowitz,,,Leo Strauss:,/wiki/Nechama_Leibowitz,56.94889,24.10639,AD 1905-09-03 00:00:00,856
Céline,,,Jean-Paul Sartre:,/wiki/Louis-Ferdinand_C%C3%A9line,48.8978,2.2531,AD 1894-05-27 00:00:00,857
Serge Latouche,,,Cornelius Castoriadis:,/wiki/Serge_Latouche,47.6559,-2.7603,AD 1940-01-12 00:00:00,858
François Guizot,,,Karl Marx:,/wiki/Fran%C3%A7ois_Guizot,43.838,4.361,AD 1787-10-04 00:00:00,859
Hugo Grotius, (1583–1645),Justus Lipsius:Alberico Gentili:Francisco Suárez:Jean Bodin:,Samuel von Pufendorf:Thomas Hobbes:Gottfried Wilhelm Leibniz:Richard Cumberland:Jean Barbeyrac:John Locke:Christian Thomasius:Cornelius van Bynkershoek:John Selden:Vico:John Milton:Jean-Jacques Rousseau:Gustav II Adolf:Baruch Spinoza:,/wiki/Hugo_Grotius,52.0117361,4.3592083,AD 1583-04-10 00:00:00,860
James Mark Baldwin,,,Jean Piaget:,/wiki/James_Mark_Baldwin,FILL,FILL,FILL,861
Michael Frede, (1940–2007),et:de:Günther Patzig:,Michael Forster:,/wiki/Michael_Frede,52.52,13.405,AD 1940-05-31 00:00:00,862
Ernesto Laclau, (1935–2014),Lacan:Marx:Rorty:Saussure:Husserl:Gramsci:Althusser:Derrida:Ramos:Hobsbawm:Wittgenstein:Foucault:,Errejón:Norval:Critchley:Butler:Marchart:Stavrakakis:Žižek:,/wiki/Ernesto_Laclau,-34.60333,-58.38167,AD 1935-10-06 00:00:00,863
Terence,,,Augustine of Hippo:,/wiki/Terence,,,BC 0195-01-01 00:00:00,864
Emile Boutroux, (1845–1921),Maine de Biran:,Émile Durkheim:Maurice Blondel:,/wiki/Emile_Boutroux,48.8172,2.3219,AD 1845-07-28 00:00:00,865
Cato the Elder,,,Henry David Thoreau:,/wiki/Cato_the_Elder,41.79833,12.71083,BC 0234-01-01 00:00:00,866
Agrippa,,,Sextus Empiricus:,/wiki/Agrippa_the_Skeptic,31.5131,-9.7697,FILL,867
Marquis de Sade,,,Georges Bataille:,/wiki/Marquis_de_Sade,48.856613,2.352222,AD 1740-06-02 00:00:00,868
Ortlepp,,,Friedrich Nietzsche:,/wiki/Ernst_Ortlepp,FILL,FILL,FILL,869
Hellenistic philosophy,,,Al-Kindi:,/wiki/Hellenistic_philosophy,FILL,FILL,FILL,870
Mahasweta Devi,,,Gayatri Chakravorty Spivak:,/wiki/Mahasweta_Devi,23.76389,90.38889,AD 1926-01-14 00:00:00,871
Kostas Axelos,,,Henri Lefebvre:,/wiki/Kostas_Axelos,37.98417,23.72806,AD 1924-06-26 00:00:00,872
R. D. Laing,,,Avital Ronell:,/wiki/R._D._Laing,55.83761,-4.261055,AD 1927-10-07 00:00:00,873
Henry David Thoreau, (1817–1862),Aeschylus:Aristotle:Thomas Carlyle:Charles Darwin:Étienne de La Boétie:Indian philosophy:Cato the Elder:Alexander von Humboldt:Ralph Waldo Emerson:Pindar:Homer:,Walt Whitman:Leo Tolstoy:Mahatma Gandhi:Martin Luther King Jr.:John Zerzan:George Bernard Shaw:Sinclair Lewis:E. O. Wilson:W. B. Yeats:Stanley Cavell:Marcel Proust:E. B. White:Christopher McCandless:John Muir:John F. Kennedy:Emma Goldman:Glenn Gould:Upton Sinclair:Ernest Hemingway:B. F. Skinner:,/wiki/Henry_David_Thoreau,42.46028,-71.34944,AD 1817-07-12 00:00:00,874
Goldsmith,,,Louis Gabriel Ambroise de Bonald:,/wiki/Oliver_Goldsmith,53.566667,-7.766667,AD 1728-11-10 00:00:00,875
Alberto González Domínguez,,,Mario Bunge:,/wiki/Alberto_Gonz%C3%A1lez_Dom%C3%ADnguez,FILL,FILL,FILL,876
Richard Whately,,,John Henry Newman:,/wiki/Richard_Whately,51.5165,-0.145,AD 1787-02-01 00:00:00,877
G. E. M. Anscombe, (1918–2001),Peter Geach:Ludwig Wittgenstein:Thomas Aquinas:,Charles Taylor:Alasdair MacIntyre:Roger Scruton:Donald Davidson:Michael Dummett:Thomas Nagel:John Searle:Brian Davies:Anthony Kenny:Iris Murdoch:Philippa Foot:,/wiki/G._E._M._Anscombe,52.6653,-8.6238,AD 1919-03-18 00:00:00,878
John Spencer,,,Karl Leonhard Reinhold:,/wiki/John_Spencer_(priest),,,AD 1630-01-01 00:00:00,879
Gayle Rubin,,,Judith Butler:,/wiki/Gayle_Rubin,33.9169,-80.8964,AD 1949-01-01 00:00:00,880
