,name,birth,incoming_links,outgoing_links,page
874,Goldman,NA,Mikhail Bakunin:,,/wiki/Emma_Goldman
875,Guérin,NA,Mikhail Bakunin:,,/wiki/Daniel_Gu%C3%A9rin
876,Neill,NA,Mikhail Bakunin:,,/wiki/A._S._Neill
877,Postman,NA,Mikhail Bakunin:,,/wiki/Neil_Postman
878,Thompson,NA,Maurice Merleau-Ponty:,,/wiki/Evan_Thompson
879,John Milios,NA,Étienne Balibar:,,/wiki/John_Milios
880,Michelet,NA,,Roland Barthes:,/wiki/Jules_Michelet
881,James Wood,NA,Roland Barthes:,,/wiki/James_Wood_(critic)
882,Eric de Kuyper,NA,Roland Barthes:,,/wiki/Eric_de_Kuyper
883,Philippe-Joseph Salazar,NA,Roland Barthes:,,/wiki/Philippe-Joseph_Salazar
884,Gérard Genette,NA,Roland Barthes:,,/wiki/G%C3%A9rard_Genette
885,Susan Sontag,NA,Roland Barthes:,,/wiki/Susan_Sontag
886,Benoît Peeters,NA,Roland Barthes:,,/wiki/Beno%C3%AEt_Peeters
887,René Guénon,NA,,Georges Bataille:,/wiki/Ren%C3%A9_Gu%C3%A9non
888,Maria de Naglowska,NA,,Georges Bataille:,/wiki/Maria_de_Naglowska
889,Marquis de Sade,NA,,Georges Bataille:,/wiki/Marquis_de_Sade
890,Marcel Mauss,NA,,Georges Bataille:,/wiki/Marcel_Mauss
891,Nick Land,NA,Georges Bataille:,,/wiki/Nick_Land
892,Michel Leiris,NA,Georges Bataille:,,/wiki/Michel_Leiris
893,Marshall McLuhan,NA,,Jean Baudrillard:,/wiki/Marshall_McLuhan
894,Alfred Jarry,NA,,Jean Baudrillard:,/wiki/Alfred_Jarry
895,Jorge Luis Borges,NA,,Jean Baudrillard:,/wiki/J
896,Thorstein Veblen,NA,,Jean Baudrillard:,/wiki/Thorstein_Veblen
897,Sophie Calle,NA,Jean Baudrillard:,,/wiki/Sophie_Calle
898,Peter Halley,NA,Jean Baudrillard:,,/wiki/Peter_Halley
899,Gerald Vizenor,NA,Jean Baudrillard:,,/wiki/Gerald_Vizenor
900,The Wachowskis,NA,Jean Baudrillard:,,/wiki/The_Wachowskis
901,Cody Wilson,NA,Jean Baudrillard:,,/wiki/Cody_Wilson
902,Gilles Lipovetsky,NA,Jean Baudrillard:,,/wiki/Gilles_Lipovetsky
903,Mario Perniola,NA,Jean Baudrillard:,,/wiki/Mario_Perniola
904,Byung-Chul Han,NA,Jean Baudrillard:,,/wiki/Byung-Chul_Han
905,David Strauss,NA,,Bruno Bauer:,/wiki/David_Strauss
906,Arthur Drews,NA,Bruno Bauer:,,/wiki/Arthur_Drews
907,Johann Georg Sulzer,NA,Alexander Gottlieb Baumgarten:,,/wiki/Johann_Ge
908,Johann Joachim Winckelmann,NA,Alexander Gottlieb Baumgarten:,,/wiki/Johann_Joachim_Winckelmann
909,Frederick the Great,NA,Pierre Bayle:,,/wiki/Frederick_the_Great
910,des Maizeaux,NA,Pierre Bayle:,,/wiki/Pierre_des_Maizeaux
911,Mandeville,NA,Pierre Bayle:,,/wiki/Bernard_Mandeville
912,Christian Jakob Kraus,NA,,Jakob Sigismund Beck:,/wiki/Christian_Jakob_Kraus
913,Johann Schultz,NA,,Jakob Sigismund Beck:,/wiki/Johann_Friedrich_Schultz
914,Paul Weiss,NA,,Nuel Belnap:,/wiki/Paul_Weiss_(philosopher)
915,Arthur Pap,NA,,Nuel Belnap:,/wiki/Arthur_Pap
916,Frederic Fitch,NA,,Nuel Belnap:,/wiki/Frederic_Fitch
917,Friedrich Ueberweg,NA,Friedrich Eduard Beneke:,,/wiki/Friedrich_Ueberweg
918,Karl Fortlage,NA,Friedrich Eduard Beneke:,,/wiki/Karl_Fortlage
919,J. D. Morell,NA,Friedrich Eduard Beneke:,,/wiki/John_Daniel_Morell
920,Adorno,NA,,Walter Benjamin:,/wiki/Theodor_W._Adorno
921,Brecht,NA,,Walter Benjamin:,/wiki/Bertolt_Brecht
922,Kabbalah,NA,,Walter Benjamin:,/wiki/Kabbalah
923,Eric Gutkind,NA,,Walter Benjamin:,/wiki/Eric_Gutkind
924,Taussig,NA,Walter Benjamin:,,/wiki/Michael_Taussig
925,Buck-Morss,NA,Walter Benjamin:,,/wiki/Susan_Buck-Morss
926,Perret,NA,Walter Benjamin:,,/wiki/Catherine_Perret
927,Nirenberg,NA,Walter Benjamin:,,/wiki/David_Nirenberg
928,Beccaria,NA,,Jeremy Bentham:,/wiki/Cesare_Beccaria
929,Thomas Hodgskin,NA,Jeremy Bentham:,,/wiki/Thomas_Hodgskin
930,William Thompson,NA,Jeremy Bentham:,,/wiki/William_Thompson_(philosopher)
931,John Austin,NA,Jeremy Bentham:,,/wiki/John_Austin_(legal_philosopher)
932,Robert Owen,NA,Jeremy Bentham:,,/wiki/Robert_Owen
933,Francis Y. Edgeworth,NA,Jeremy Bentham:,,/wiki/Francis_Ysidro_Edgeworth
934,A. V. Dicey,NA,Jeremy Bentham:,,/wiki/A._V._Dicey
935,Étienne Dumont,NA,Jeremy Bentham:,,/wiki/%C3%89tienne_Dumont
936,Seraphim of Sarov,NA,,Nikolai Berdyaev:,/wiki/Seraphim_of_Sarov
937,Leontiev,NA,,Nikolai Berdyaev:,/wiki/Konstantin_Leontiev
938,Semyon Frank,NA,,Nikolai Berdyaev:,/wiki/Semyon_Frank
939,Ellul,NA,Nikolai Berdyaev:,,/wiki/Jacques_Ellul
940,Huxley,NA,Nikolai Berdyaev:,,/wiki/Aldous_Huxley
941,Kroner,NA,Nikolai Berdyaev:,,/wiki/Richard_Kroner
942,Džalto,NA,Nikolai Berdyaev:,,/wiki/Davor_D%C5%BEalto
943,Maurin,NA,Nikolai Berdyaev:,,/wiki/Peter_Maurin
944,Ivan Devčić,NA,Nikolai Berdyaev:,,/wiki/Ivan_Dev%C4%8Di%C4%87
945,Mortimer J. Adler,NA,Nikolai Berdyaev:,,/wiki/Mortimer_J._Adler
946,Walther Mayer,NA,,Gustav Bergmann:,/wiki/Walther_Mayer
947,Berlin Circle,NA,Gustav Bergmann:,,/wiki/Berlin_Circle
948,John O'Neill,NA,Gustav Bergmann:,,/wiki/John_O%27Neill_(philosopher)
949,Félix Ravaisson-Mollien,NA,,Henri Bergson:,/wiki/F%C3%A9lix_Ravaisson-Mollien
950,Henry Miller,NA,Henri Bergson:,,/wiki/Henry_Miller
951,Michel Aflaq,NA,Henri Bergson:,,/wiki/Michel_Aflaq
952,Émile Bréhier,NA,Henri Bergson:,,/wiki/%C3%89mile_Br%C3%A9hier
953,Robert Frost,NA,Henri Bergson:,,/wiki/Robert_Frost
954,Vladimir Nabokov,NA,Henri Bergson:,,/wiki/Vladimir_Nabokov
955,Jawaharlal Nehru,NA,Henri Bergson:,,/wiki/Jawaharlal_Nehru
956,Nikos Kazantzakis,NA,Henri Bergson:,,/wiki/Nikos_Kazantzakis
957,Necip Fazıl Kısakürek,NA,Henri Bergson:,,/wiki/Necip_Faz%C4%B1l_K%C4%B1sak%C3%BCrek
958,Édouard Le Roy,NA,Henri Bergson:,,/wiki/%C3%89douard_Le_Roy
959,Wyndham Lewis,NA,Henri Bergson:,,/wiki/Wyndham_Lewis
960,Liang Shuming,NA,Henri Bergson:,,/wiki/Liang_Shuming
961,Anna-Teresa Tymieniecka,NA,Henri Bergson:,,/wiki/Anna-Teresa_Tymieniecka
962,Joxe Azurmendi,NA,Isaiah Berlin:,,/wiki/Joxe_Azurmendi
963,William Galston,NA,Isaiah Berlin:,,/wiki/William_Galston
964,Michael Ignatieff,NA,Isaiah Berlin:,,/wiki/Michael_Ignatieff
965,Mark Lilla,NA,Isaiah Berlin:,,/wiki/Mark_Lilla
966,Stephen Jay Gould,NA,Isaiah Berlin:,,/wiki/Stephen_Jay_Gould
967,Karl Höchberg,NA,,Eduard Bernstein:,/wiki/Karl_H%C3%B6chberg
968,Jean Jaurès,NA,,Eduard Bernstein:,/wiki/Jean_Jaur%C3%A8s
969,Marxist revisionists,NA,Eduard Bernstein:,,/wiki/Revisionism_(Marxism)
970,SPD,NA,Eduard Bernstein:,,/wiki/Social_Democratic_Party_of_Germany
971,Regiomontanus,NA,Bessarion:,,/wiki/Regiomontanus
972,Theodore Gaza,NA,Bessarion:,,/wiki/Theodorus_Gaza
973,John Argyropoulos,NA,Bessarion:,,/wiki/John_Argyropoulos
974,Janus Lascaris,NA,Bessarion:,,/wiki/Janus_Lascaris
975,Keith Donnellan,NA,Max Black:,,/wiki/Keith_Donnellan
976,Casimir Lewy,NA,,Simon Blackburn:,/wiki/Casimir_Lewy
977,Michael A. Smith,NA,Simon Blackburn:,,/wiki/Michael_A._Smith
978,Lautréamont,NA,,Maurice Blanchot:,/wiki/Comte_de_Lautr%C3%A9amont
979,Maurras,NA,,Maurice Blanchot:,/wiki/Charles_Maurras
980,Hill,NA,Maurice Blanchot:,,/wiki/Leslie_Hill
981,Kofman,NA,Maurice Blanchot:,,/wiki/Sarah_Kofman
982,Joris,NA,Maurice Blanchot:,,/wiki/Pierre_Joris
983,Auster,NA,Maurice Blanchot:,,/wiki/Paul_Auster
984,Horace W. B. Joseph,NA,,Brand Blanshard:,/wiki/H._W._B._Joseph
985,A. C. Ewing,NA,Brand Blanshard:,,/wiki/A._C._Ewing
986,James A. Michener,NA,Brand Blanshard:,,/wiki/James_A._Michener
987,Thomas Müntzer,NA,,Ernst Bloch (philosopher):,/wiki/Thomas_M%C3%BCntzer
988,Ernesto Balducci,NA,Ernst Bloch (philosopher):,,/wiki/Ernesto_Balducci
989,Jürgen Moltmann,NA,Ernst Bloch (philosopher):,,/wiki/J%C3%BCrgen_Moltmann
990,Émile Boutroux,NA,,Maurice Blondel:,/wiki/%C3%89mile_Boutroux
991,Luigi Einaudi,NA,,Norberto Bobbio:,/wiki/Luigi_Einaudi
992,Piero Gobetti,NA,,Norberto Bobbio:,/wiki/Piero_Gobetti
993,Luiz Carlos Bresser-Pereira,NA,Norberto Bobbio:,,/wiki/Luiz_Carlos_Bresser-Pereira
994,Tercio Sampaio Ferraz Jr.,NA,Norberto Bobbio:,,/wiki/Tercio_Sampaio_Ferraz_Jr.
995,Celso Lafer,NA,Norberto Bobbio:,,/wiki/Celso_Lafer
996,José Guilherme Merquior,NA,Norberto Bobbio:,,/wiki/Jos%C3%A9_Guilherme_Merquior
997,Giovanni Botero,NA,Jean Bodin:,,/wiki/Giovanni_Botero
998,Kaspar von Schwenkfeld,NA,,Jakob Böhme:,/wiki/Caspar_Schwenckfeld
999,Valentine Weigel,NA,,Jakob Böhme:,/wiki/Valentin_Weigel
1000,John Pordage,NA,Jakob Böhme:,,/wiki/John_Pordage
1001,John Amos Comenius,NA,Jakob Böhme:,,/wiki/John_Amos_Comenius
1002,Friedrich Wilhelm Joseph Schelling,NA,Jakob Böhme:,,/wiki/Friedrich_Wilhelm_Joseph_Schelling
1003,Kevin Mulligan,NA,Bernard Bolzano:,,/wiki/Kevin_Mulligan
1004,Benno Kerry,NA,Bernard Bolzano:,,/wiki/Benno_Kerry
1005,Tacitus,NA,,Louis Gabriel Ambroise de Bonald:,/wiki/Tacitus
1006,Hénault,NA,,Louis Gabriel Ambroise de Bonald:,/wiki/Charles-Jean-Fran%C3%A7ois_H%C3%A9nault
1007,Malthus,NA,,Louis Gabriel Ambroise de Bonald:,/wiki/Thomas_Robert_Malthus
1008,Goldsmith,NA,,Louis Gabriel Ambroise de Bonald:,/wiki/Oliver_Goldsmith
1009,Juan Donoso Cortés,NA,Louis Gabriel Ambroise de Bonald:,,/wiki/Juan_Donoso_Cort%C3%A9s
1010,Lamennais,NA,Louis Gabriel Ambroise de Bonald:,,/wiki/F%C3%A9licit%C3%A9_de_La_Mennais
1011,Julius Evola,NA,Louis Gabriel Ambroise de Bonald:,,/wiki/Julius_Evola
1012,Balzac,NA,Louis Gabriel Ambroise de Bonald:,,/wiki/Honor%C3%A9_de_Balzac
1013,René de La Tour du Pin,NA,Louis Gabriel Ambroise de Bonald:,,"/wiki/Fran%C3%A7ois-Ren%C3%A9_de_La_Tour_du_Pin_Chambly,_marquis_de_La_Charce"
1014,Frédéric Le Play,NA,Louis Gabriel Ambroise de Bonald:,,/wiki/Pierre_Guillaume_Fr%C3%A9d%C3%A9ric_le_Play
1015,Léon Duguit,NA,Louis Gabriel Ambroise de Bonald:,,/wiki/L%C3%A9on_Duguit
1016,Louis Veuillot,NA,Louis Gabriel Ambroise de Bonald:,,/wiki/Louis_Veuillot
1017,Peter John Olivi,NA,Bonaventure:,,/wiki/Peter_John_Olivi
1018,Josef Ratzinger,NA,Bonaventure:,,/wiki/Pope_Benedict_XVI
1019,Hans Urs von Balthasar,NA,Bonaventure:,,/wiki/Hans_Urs_von_Balthasar
1020,MacColl,NA,George Boole:,,/wiki/Hugh_MacColl
1021,De Morgan,NA,George Boole:,,/wiki/Augustus_De_M
1022,Shannon,NA,George Boole:,,/wiki/Claude_Shannon
1023,Shestakov,NA,George Boole:,,/wiki/Victor_Shestakov
1024,Elias,NA,,Pierre Bourdieu:,/wiki/Norbert_Elias
1025,Aron,NA,,Pierre Bourdieu:,/wiki/Raymond_Aron
1026,Panofsky,NA,,Pierre Bourdieu:,/wiki/Erwin_Panofsky
1027,Gouhier,NA,,Pierre Bourdieu:,/wiki/Henri_Gouhier
1028,Loïc Wacquant,NA,Pierre Bourdieu:,,/wiki/Lo%C3%AFc_Wacquant
1029,Édouard Louis,NA,Pierre Bourdieu:,,/wiki/%C3%89douard_Louis
1030,Antanas Mockus,NA,Pierre Bourdieu:,,/wiki/Antanas_Mockus
1031,Didier Eribon,NA,Pierre Bourdieu:,,/wiki/Didier_Eribon
1032,Béatrice Galinon-Mélénec,NA,Pierre Bourdieu:,,/wiki/B%C3%A9atrice_Galinon-M%C3%A9l%C3%A9nec
1033,Randall Auxier,NA,Borden Parker Bowne:,,/wiki/Randall_Auxier
1034,John W. E. Bowen Sr.,NA,Borden Parker Bowne:,,/wiki/John_W._E._Bowen_Sr.
1035,T. C. Chao,NA,Borden Parker Bowne:,,/wiki/T._C._Chao
1036,Walter George Muelder,NA,Borden Parker Bowne:,,/wiki/Walter_Ge
1037,Otto von Guericke,NA,,Robert Boyle:,/wiki/Otto_von_Guericke
1038,Evangelista Torricelli,NA,,Robert Boyle:,/wiki/Evangelista_Torricelli
1039,Samuel Hartlib,NA,,Robert Boyle:,/wiki/Samuel_Hartlib
1040,Katherine Boyle Jones,NA,,Robert Boyle:,"/wiki/Katherine_Jones,_Viscountess_Ranelagh"
1041,Johann Gottlieb Fichte,NA,,F. H. Bradley:,/wiki/Johann_Gottlieb_Fichte
1042,C. A. Campbell,NA,F. H. Bradley:,,/wiki/C._A._Campbell
1043,Peter Railton,NA,Richard B. Brandt:,,/wiki/Peter_Railton
1044,Vittorio Benussi,NA,Franz Brentano:,,/wiki/Vittorio_Benussi
1045,Carl Menger,NA,Franz Brentano:,,/wiki/Carl_Menger
1046,L. Harold DeWolf,NA,Edgar S. Brightman:,,/wiki/L._Harold_DeWolf
1047,A. J. Ayer,NA,C. D. Broad:,,/wiki/A._J._Ayer
1048,Leonhard Ragaz,NA,,Emil Brunner:,/wiki/Leonhard_Ragaz
1049,James Joyce,NA,Giordano Bruno:,,/wiki/James_Joyce
1050,Molière,NA,Giordano Bruno:,,/wiki/Moli%C3%A8re
1051,Charles Renouvier,NA,,Leon Brunschvicg:,/wiki/Charles_Renouvier
1052,Jacob L. Moreno,NA,,Martin Buber:,/wiki/Jacob_L._Moreno
1053,Fritz Perls,NA,Martin Buber:,,/wiki/Fritz_Perls
1054,Laura Perls,NA,Martin Buber:,,/wiki/Laura_Perls
1055,John Berger,NA,Martin Buber:,,/wiki/John_Berger
1056,Christopher Phillips,NA,Justus Buchler:,,/wiki/Christopher_Phillips
1057,Stephen David Ross,NA,Justus Buchler:,,/wiki/Stephen_David_Ross
1058,Robert S. Corrington,NA,Justus Buchler:,,/wiki/Robert_S._Corrington
1059,Victorino Tejera,NA,Justus Buchler:,,/wiki/Victorino_Tejera
1060,Uta Ranke-Heinemann,NA,,Rudolf Bultmann:,/wiki/Uta_Ranke-Heinemann
1061,John Robinson,NA,,Rudolf Bultmann:,/wiki/John_Robinson_(bishop_of_Woolwich)
1062,Heinrich Schlier,NA,,Rudolf Bultmann:,/wiki/Heinrich_Schlier
1063,John Shelby Spong,NA,,Rudolf Bultmann:,/wiki/John_Shelby_Spong
1064,Guido Beck,NA,,Mario Bunge:,/wiki/Guido_Beck
1065,Alberto González Domínguez,NA,,Mario Bunge:,/wiki/Alberto_Gonz%C3%A1lez_Dom%C3%ADnguez
1066,Robert K. Merton,NA,,Mario Bunge:,/wiki/Robert_K._Merton
1067,Manuel Sadosky,NA,,Mario Bunge:,/wiki/Manuel_Sadosky
1068,Domingo Faustino Sarmiento,NA,,Mario Bunge:,/wiki/Domingo_Faustino_Sarmiento
1069,Johan Huizinga,NA,Jacob Burckhardt:,,/wiki/Johan_Huizinga
1070,Peter of Spain,NA,,Jean Buridan:,/wiki/Peter_of_Spain
1071,John Fisher,NA,,Edmund Burke:,/wiki/John_Fisher
1072,Erasmus,NA,,Edmund Burke:,/wiki/Erasmus
1073,Edward Coke,NA,,Edmund Burke:,/wiki/Edward_Coke
1074,Rockingham,NA,,Edmund Burke:,"/wiki/Charles_Watson-Wentworth,_2nd_Marquess_of_Rockingham"
1075,Thomas Babington Macaulay,NA,Edmund Burke:,,/wiki/Thomas_Babington_Macaulay
1076,Lord Acton,NA,Edmund Burke:,,"/wiki/John_Dalberg-Acton,_1st_Baron_Acton"
1077,Slobodan Jovanović,NA,Edmund Burke:,,/wiki/Slobodan_Jovanovi%C4%87
1078,Hilaire Belloc,NA,Edmund Burke:,,/wiki/Hilaire_Belloc
1079,G. K. Chesterton,NA,Edmund Burke:,,/wiki/G._K._Chesterton
1080,William Ewart Gladstone,NA,Edmund Burke:,,/wiki/William_Ewart_Gladstone
1081,C. H. Douglas,NA,Edmund Burke:,,/wiki/C._H._Douglas
1082,William F Buckley,NA,Edmund Burke:,,/wiki/William_F._Buckley_Jr.
1083,Russell Kirk,NA,Edmund Burke:,,/wiki/Russell_Kirk
1084,Warren H. Carroll,NA,Edmund Burke:,,/wiki/Warren_H._Carroll
1085,William Wordsworth,NA,Edmund Burke:,,/wiki/William_Wordsworth
1086,David Seabury,NA,Joseph Butler:,,/wiki/David_Seabury
1087,John Warwick Montgomery,NA,Joseph Butler:,,/wiki/John_Warwick_Montgomery
1088,Monique Wittig,NA,,Judith Butler:,/wiki/Monique_Wittig
1089,Gayle Rubin,NA,,Judith Butler:,/wiki/Gayle_Rubin
1090,Susan Stryker,NA,Judith Butler:,,/wiki/Susan_Stryker
1091,Sandy Stone,NA,Judith Butler:,,/wiki/Sandy_Stone_(artist)
1092,Jasbir Puar,NA,Judith Butler:,,/wiki/Jasbir_Puar
1093,Andrea Smith,NA,Judith Butler:,,/wiki/Andrea_Smith_(academic)
1094,Pussy Riot,NA,Judith Butler:,,/wiki/Pussy_Riot
1095,Benjamin Jowett,NA,,Edward Caird:,/wiki/Benjamin_Jowett
1096,John Watson,NA,Edward Caird:,,/wiki/John_Watson_(philosopher)
1097,Saint Jerome,NA,,Thomas Cajetan:,/wiki/Jerome
1098,Ralph McInerny,NA,Thomas Cajetan:,,/wiki/Ralph_McInerny
1099,Henri de Lubac,NA,Thomas Cajetan:,,/wiki/Henri_de_Lubac
1100,Grenier,NA,,Albert Camus:,/wiki/Jean_Grenier
1101,Kurt Goldstein,NA,,Georges Canguilhem:,/wiki/Kurt_Goldstein
1102,Alain,NA,,Georges Canguilhem:,/wiki/%C3%89mile_Chartier
1103,Arnold Davidson,NA,Georges Canguilhem:,,/wiki/Arnold_Davidson
1104,Marcus George Singer,NA,,Claudia Card:,/wiki/Marcus_Ge
1105,Mary Daly,NA,,Claudia Card:,/wiki/Mary_Daly
1106,Adrienne Rich,NA,,Claudia Card:,/wiki/Adrienne_Rich
1107,Susan Griffin,NA,,Claudia Card:,/wiki/Susan_Griffin
1108,Bauch,NA,,Rudolf Carnap:,/wiki/Bruno_Bauch
1109,Quine,NA,Rudolf Carnap:,,/wiki/Willard_Van_Orman_Quine
1110,Bar-Hillel,NA,Rudolf Carnap:,,/wiki/Yehoshua_Bar-Hillel
1111,Kuhn,NA,Rudolf Carnap:,,/wiki/Thomas_Kuhn
1112,Jeffrey,NA,Rudolf Carnap:,,/wiki/Richard_Jeffrey
1113,Simon,NA,Rudolf Carnap:,,/wiki/Herbert_A._Simon
1114,Negarestani,NA,Rudolf Carnap:,,/wiki/Reza_Negarestani
1115,Wilbur Marshall Urban,NA,Ernst Cassirer:,,/wiki/Wilbur_Marshall_Urban
1116,John Perry,NA,Hector-Neri Castañeda:,,/wiki/John_Perry_(philosopher)
1117,Susan Isaacs,NA,,Cornelius Castoriadis:,/wiki/Susan_Sutherland_Isaacs
1118,Melanie Klein,NA,,Cornelius Castoriadis:,/wiki/Melanie_Klein
1119,Piera Aulagnier,NA,,Cornelius Castoriadis:,/wiki/Piera_Aulagnier
1120,G. L. Boggs,NA,,Cornelius Castoriadis:,/wiki/Grace_Lee_Boggs
1121,Joan Robinson,NA,,Cornelius Castoriadis:,/wiki/Joan_Robinson
1122,C. L. R. James,NA,,Cornelius Castoriadis:,/wiki/C._L._R._James
1123,André Leroi-Gourhan,NA,,Cornelius Castoriadis:,/wiki/Andr%C3%A9_Leroi-Gourhan
1124,Jean Laplanche,NA,,Cornelius Castoriadis:,/wiki/Jean_Laplanche
1125,Serge Latouche,NA,,Cornelius Castoriadis:,/wiki/Serge_Latouche
1126,Daniel Cohn-Bendit,NA,Cornelius Castoriadis:,,/wiki/Daniel_Cohn-Bendit
1127,Maurice Brinton,NA,Cornelius Castoriadis:,,/wiki/Chris_Pallis
1128,Takis Fotopoulos,NA,Cornelius Castoriadis:,,/wiki/Takis_Fotopoulos
1129,Andrew Arato,NA,Cornelius Castoriadis:,,/wiki/Andrew_Arato
1130,Hans G. Furth,NA,Cornelius Castoriadis:,,/wiki/Hans_G._Furth
1131,Hans Joas,NA,Cornelius Castoriadis:,,/wiki/Hans_Joas
1132,Harald Wolf,NA,Cornelius Castoriadis:,,/wiki/Harald_Wolf
1133,Pierre Vidal-Naquet,NA,Cornelius Castoriadis:,,/wiki/Pierre_Vidal-Naquet
1134,Graham Ward,NA,Cornelius Castoriadis:,,/wiki/Graham_Ward_(theologian)
1135,René Lourau,NA,Cornelius Castoriadis:,,/wiki/Ren%C3%A9_Lourau
1136,Shimshon Bichler,NA,Cornelius Castoriadis:,,/wiki/Shimshon_Bichler
1137,Jonathan Nitzan,NA,Cornelius Castoriadis:,,/wiki/Jonathan_Nitzan
1138,Robin Hahnel,NA,Cornelius Castoriadis:,,/wiki/Robin_Hahnel
1139,Jacques Le Goff,NA,Cornelius Castoriadis:,,/wiki/Jacques_Le_Goff
1140,Nicole Loraux,NA,Cornelius Castoriadis:,,/wiki/Nicole_Loraux
1141,Elias Petropoulos,NA,Cornelius Castoriadis:,,/wiki/Elias_Petropoulos
1142,Sudipta Kaviraj,NA,Cornelius Castoriadis:,,/wiki/Sudipta_Kaviraj
1143,John B. Thompson,NA,Cornelius Castoriadis:,,/wiki/John_Thompson_(sociologist)
1144,Nikolas Kompridis,NA,Cornelius Castoriadis:,,/wiki/Nikolas_Kompridis
1145,Gabriel Rockhill,NA,Cornelius Castoriadis:,,/wiki/Gabriel_Rockhill
1146,Gilles-Gaston Granger,NA,Jean Cavaillès:,,/wiki/Gilles-Gaston_Granger
1147,Shakespeare,NA,,Stanley Cavell:,/wiki/William_Shakespeare
1148,Robert Warshow,NA,,Stanley Cavell:,/wiki/Robert_Warshow
1149,Roger Sessions,NA,,Stanley Cavell:,/wiki/Roger_Sessions
1150,Jean Renoir,NA,,Stanley Cavell:,/wiki/Jean_Renoir
1151,André Bazin,NA,,Stanley Cavell:,/wiki/Andr%C3%A9_Bazin
1152,Northrop Frye,NA,,Stanley Cavell:,/wiki/Northrop_Frye
1153,Rogers Albritton,NA,,Stanley Cavell:,/wiki/Rogers_Albritton
1154,Claude Esteban,NA,,Stanley Cavell:,/wiki/Claude_Esteban
1155,Charles Bernstein,NA,Stanley Cavell:,,/wiki/Charles_Bernstein
1156,James F. Conant,NA,Stanley Cavell:,,/wiki/James_F._Conant
1157,Cora Diamond,NA,Stanley Cavell:,,/wiki/Cora_Diamond
1158,Toril Moi,NA,Stanley Cavell:,,/wiki/Toril_Moi
1159,Shoshana Felman,NA,Stanley Cavell:,,/wiki/Shoshana_Felman
1160,Jay Cantor,NA,Stanley Cavell:,,/wiki/Jay_Cantor
1161,Michael Fried,NA,Stanley Cavell:,,/wiki/Michael_Fried
1162,Paul Guyer,NA,Stanley Cavell:,,/wiki/Paul_Guyer
1163,Alice Crary,NA,Stanley Cavell:,,/wiki/Alice_Crary
1164,Sandra Laugier,NA,Stanley Cavell:,,/wiki/Sandra_Laugier
1165,Stephen Mulhall,NA,Stanley Cavell:,,/wiki/Stephen_Mulhall
1166,Terrence Malick,NA,Stanley Cavell:,,/wiki/Terrence_Malick
1167,Paul W. Franks,NA,Stanley Cavell:,,/wiki/Paul_W._Franks
1168,Ross McElwee,NA,Stanley Cavell:,,/wiki/Ross_McElwee
1169,Hent de Vries,NA,Stanley Cavell:,,/wiki/Hent_de_Vries
1170,Vicki Hearne,NA,Stanley Cavell:,,/wiki/Vicki_Hearne
1171,Marc Shell,NA,Stanley Cavell:,,/wiki/Marc_Shell
1172,Arnaud Desplechin,NA,Stanley Cavell:,,/wiki/Arnaud_Desplechin
1173,Robert Gardner,NA,Stanley Cavell:,,/wiki/Robert_H._Gardner
1174,Nancy Bauer,NA,Stanley Cavell:,,/wiki/Nancy_Bauer_(philosopher)
1175,David Macarthur,NA,Stanley Cavell:,,/wiki/David_Macarthur
1176,Rae Langton,NA,Stanley Cavell:,,/wiki/Rae_Langton
1177,Barbara Herman,NA,Stanley Cavell:,,/wiki/Barbara_Herman
1178,Raymond of Sabunde,NA,,Pierre Charron:,/wiki/Raymond_of_Sabunde
1179,Zhou Dunyi,NA,,Cheng Yi (philosopher):,/wiki/Zhou_Dunyi
1180,Blanc,NA,,Nikolai Chernyshevsky:,/wiki/Louis_Blanc
1181,Considérant,NA,,Nikolai Chernyshevsky:,/wiki/Victor_Prosper_Considerant
1182,Nekrasov,NA,,Nikolai Chernyshevsky:,/wiki/Nikolay_Nekrasov
1183,Sechenov,NA,,Nikolai Chernyshevsky:,/wiki/Ivan_Sechenov
1184,Russian Marxists,NA,Nikolai Chernyshevsky:,,/wiki/Category:Russian_Marxists
1185,Antonovich,NA,Nikolai Chernyshevsky:,,/wiki/Maxim_Antonovich
1186,Dobrolyubov,NA,Nikolai Chernyshevsky:,,/wiki/Nikolay_Dobrolyubov
1187,Lavrov,NA,Nikolai Chernyshevsky:,,/wiki/Pyotr_Lavrov
1188,Mikhaylovsky,NA,Nikolai Chernyshevsky:,,/wiki/Nikolay_Mikhaylovsky
1189,Pisarev,NA,Nikolai Chernyshevsky:,,/wiki/Dmitry_Pisarev
1190,Tkachev,NA,Nikolai Chernyshevsky:,,/wiki/Pyotr_Tkachev
1191,Curt John Ducasse,NA,,Roderick Chisholm:,/wiki/Curt_John_Ducasse
1192,Peter D. Klein,NA,Roderick Chisholm:,,/wiki/Peter_D._Klein
1193,Fred Feldman,NA,Roderick Chisholm:,,/wiki/Fred_Feldman_(philosopher)
1194,Selmer Bringsjord,NA,Roderick Chisholm:,,/wiki/Selmer_Bringsjord
1195,Dean Zimmerman,NA,Roderick Chisholm:,,/wiki/Dean_Zimmerman
1196,Dale Jacquette,NA,Roderick Chisholm:,,/wiki/Dale_Jacquette
1197,Francis Crick,NA,,Patricia Churchland:,/wiki/Francis_Crick
